"id";"nome";"descricao";"data_inicio";"data_fim";"status"
"925";"Wilkinson, Tremblay and Pacocha";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-05-23";"2024-03-15";"Em andamento"
"926";"Collins - Heidenreich";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-02-21";"2024-01-29";"Concluido"
"927";"Watsica, Hane and Marks";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-04-08";"2024-08-14";"Pendente"
"928";"Bailey and Sons";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-01-30";"2024-01-30";"Em andamento"
"929";"Weimann LLC";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-24";"2024-07-19";"Em andamento"
"930";"Buckridge - Cormier";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-05";"2024-02-05";"Pendente"
"931";"Hand - Wisoky";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-06";"2024-09-08";"Pendente"
"932";"DuBuque - Wuckert";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-01-30";"2024-03-28";"Pendente"
"933";"Satterfield, Moen and Mante";"The Football Is Good For Training And Recreational Purposes";"2024-05-02";"2024-05-31";"Concluido"
"934";"Stoltenberg - Wolf";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-01";"2024-01-26";"Concluido"
"935";"Price, Leffler and Witting";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-01-19";"2024-01-04";"Pendente"
"936";"Oberbrunner, Glover and Weber";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-01-11";"2024-05-17";"Pendente"
"937";"Daniel - Larkin";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-08-06";"2024-06-06";"Concluido"
"938";"Barton, Stracke and Monahan";"The Football Is Good For Training And Recreational Purposes";"2024-05-02";"2024-07-28";"Em andamento"
"939";"Wilkinson LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-08-17";"2024-04-04";"Concluido"
"940";"Grant Inc";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-29";"2024-08-23";"Concluido"
"941";"Zulauf, Romaguera and Blanda";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-04";"2024-06-11";"Pendente"
"942";"Bahringer - Green";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-07-06";"2024-03-07";"Pendente"
"943";"Ward and Sons";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-06-18";"2024-07-22";"Pendente"
"944";"Armstrong - Kessler";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-06-14";"2024-07-04";"Pendente"
"945";"Christiansen Inc";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-06-13";"2024-05-22";"Em andamento"
"946";"Rowe, Bahringer and Lemke";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-05-04";"2024-07-07";"Em andamento"
"947";"Blick - Mayer";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-02-04";"2024-03-13";"Em andamento"
"948";"Cronin, Mosciski and Schumm";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-04-25";"2024-07-27";"Em andamento"
"949";"Raynor LLC";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-02-21";"2024-01-09";"Pendente"
"950";"Corwin - Gleason";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-06-13";"2024-03-21";"Em andamento"
"951";"Runolfsson - Anderson";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-03-29";"2024-02-10";"Em andamento"
"952";"Parisian and Sons";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-05-25";"2024-02-09";"Concluido"
"953";"Bernier - Daugherty";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-29";"2024-06-16";"Concluido"
"954";"Goldner, Ziemann and Franecki";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-06-23";"2024-04-21";"Pendente"
"955";"Schneider LLC";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-03-27";"2024-02-11";"Pendente"
"956";"Price Inc";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-07-03";"2024-03-01";"Em andamento"
"957";"Daugherty - Weber";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-03-22";"2024-04-21";"Pendente"
"958";"Leffler, Weissnat and Crona";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-02-17";"2024-02-01";"Em andamento"
"959";"McClure Inc";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-01-13";"2024-02-25";"Em andamento"
"960";"McGlynn LLC";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-01-08";"2024-03-27";"Concluido"
"961";"Larson and Sons";"The Football Is Good For Training And Recreational Purposes";"2024-06-15";"2024-08-15";"Em andamento"
"962";"Abbott - Jones";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-04-14";"2024-02-21";"Em andamento"
"963";"Hammes - Keeling";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-05-05";"2024-01-31";"Em andamento"
"964";"Labadie and Sons";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-07-24";"2024-07-08";"Em andamento"
"965";"O'Connell, Rice and Hamill";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-09-08";"2024-02-16";"Pendente"
"966";"Crona Group";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-08-26";"2024-02-04";"Concluido"
"967";"O'Conner - Schoen";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-07-17";"2024-01-10";"Em andamento"
"968";"Blick - Boyle";"The Football Is Good For Training And Recreational Purposes";"2024-07-21";"2024-07-28";"Pendente"
"969";"Parker LLC";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-07-10";"2024-06-12";"Em andamento"
"970";"Berge - Hilpert";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-08-06";"2024-07-06";"Pendente"
"971";"Lubowitz - Block";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-01-07";"2024-08-14";"Em andamento"
"972";"Keeling - Gleason";"The Football Is Good For Training And Recreational Purposes";"2024-05-23";"2024-05-03";"Concluido"
"973";"Anderson, Strosin and Bernier";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-07-26";"2024-01-24";"Concluido"
"974";"Dooley - Runolfsdottir";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-05-11";"2024-04-27";"Concluido"
"975";"Franey - Wilderman";"The Football Is Good For Training And Recreational Purposes";"2024-05-01";"2024-07-05";"Concluido"
"976";"Reinger - Farrell";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-04-29";"2024-08-07";"Em andamento"
"977";"Gutkowski, Sipes and Kassulke";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-21";"2024-08-29";"Em andamento"
"978";"Ebert - Mann";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-07-26";"2024-07-25";"Em andamento"
"979";"Roob LLC";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-08-11";"2024-05-05";"Em andamento"
"980";"Price - Weber";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-08-21";"2024-05-12";"Concluido"
"981";"Crist, Stiedemann and Abernathy";"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J";"2024-06-03";"2024-05-15";"Concluido"
"982";"Johnson, Green and Considine";"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals";"2024-08-17";"2024-03-22";"Em andamento"
"983";"McGlynn - Mayert";"Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support";"2024-02-19";"2024-06-04";"Concluido"
"984";"Johnson - Raynor";"The Football Is Good For Training And Recreational Purposes";"2024-01-07";"2024-04-10";"Em andamento"
"985";"Stiedemann Group";"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016";"2024-02-03";"2024-09-06";"Pendente"
"986";"Bednar, Stroman and Klocko";"New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart";"2024-01-03";"2024-08-31";"Pendente"
"987";"Corwin Inc";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-06-20";"2024-04-19";"Concluido"
"988";"Skiles, Ruecker and Turner";"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive";"2024-05-17";"2024-03-01";"Pendente"
"989";"Berge, Zulauf and Lang";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-08-16";"2024-09-04";"Pendente"
"990";"Rosenbaum, McCullough and Klocko";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-05-15";"2024-08-14";"Concluido"
"991";"Kassulke - Smith";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-01-08";"2024-06-16";"Em andamento"
"992";"Hirthe and Sons";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-06-08";"2024-04-17";"Concluido"
"993";"Bahringer Inc";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-09-07";"2024-07-10";"Em andamento"
"994";"Rodriguez - Deckow";"The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality";"2024-04-21";"2024-08-28";"Pendente"
"995";"King - Skiles";"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design";"2024-01-24";"2024-06-27";"Concluido"
"996";"Carroll - Bartell";"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles";"2024-07-03";"2024-07-06";"Pendente"
"997";"Jaskolski - Hyatt";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-03-09";"2024-04-24";"Pendente"
"998";"Johns LLC";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-03-16";"2024-01-04";"Em andamento"
"999";"Becker LLC";"Carbonite web goalkeeper gloves are ergonomically designed to give easy fit";"2024-05-14";"2024-07-15";"Pendente"
"1000";"Hansen and Sons";"The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients";"2024-08-14";"2024-06-02";"Pendente"
